"(PDH-CSV 4.0) (","\\DESKTOP-2OFVR87\GPU Process Memory(pid_3984_luid_0x00000000_0x00010324_phys_0)\Dedicated Usage"
"09/14/2026 16:54:35.917","167706624"
"09/14/2026 16:54:36.928","167706624"
"09/14/2026 16:54:37.937","167706624"
"09/14/2026 16:54:38.947","167706624"
"09/14/2026 16:54:39.958","167706624"
"09/14/2026 16:54:40.966","167706624"
"09/14/2026 16:54:41.978","167706624"
"09/14/2026 16:54:42.988","167706624"
"09/14/2026 16:54:44.000","167706624"
"09/14/2026 16:54:45.007","167706624"
"09/14/2026 16:54:46.016","167706624"
"09/14/2026 16:54:47.026","167706624"
"09/14/2026 16:54:48.036","167706624"
"09/14/2026 16:54:49.045","167706624"
"09/14/2026 16:54:50.055","167706624"
"09/14/2026 16:54:51.063","167706624"
"09/14/2026 16:54:52.071","167706624"
"09/14/2026 16:54:53.079","167706624"
"09/14/2026 16:54:54.088","167706624"
"09/14/2026 16:54:55.097","167706624"
"09/14/2026 16:54:56.105","167706624"
"09/14/2026 16:54:57.116","167706624"
"09/14/2026 16:54:58.126","167706624"
"09/14/2026 16:54:59.134","167706624"
"09/14/2026 16:55:00.143","167706624"
"09/14/2026 16:55:01.151","167706624"
"09/14/2026 16:55:02.161","167706624"
"09/14/2026 16:55:03.170","167706624"
"09/14/2026 16:55:04.180","167706624"
"09/14/2026 16:55:05.190","167706624"
"09/14/2026 16:55:06.200","167706624"
"09/14/2026 16:55:07.211","167706624"
"09/14/2026 16:55:08.221","167706624"
"09/14/2026 16:55:09.230","167706624"
"09/14/2026 16:55:10.239","167706624"
"09/14/2026 16:55:11.247","167706624"
"09/14/2026 16:55:12.257","167706624"
"09/14/2026 16:55:13.267","167706624"
"09/14/2026 16:55:14.275","167706624"
"09/14/2026 16:55:15.282","167706624"
"09/14/2026 16:55:16.292","167706624"
"09/14/2026 16:55:17.300","167706624"
"09/14/2026 16:55:18.310","167706624"
"09/14/2026 16:55:19.319","167706624"
"09/14/2026 16:55:20.331","167706624"
"09/14/2026 16:55:21.340","167706624"
"09/14/2026 16:55:22.350","167706624"
"09/14/2026 16:55:23.359","167706624"
"09/14/2026 16:55:24.372","167706624"
"09/14/2026 16:55:25.383","167706624"
"09/14/2026 16:55:26.394","167706624"
"09/14/2026 16:55:27.403","167706624"
"09/14/2026 16:55:28.413","167706624"
"09/14/2026 16:55:29.423","167706624"
"09/14/2026 16:55:30.432","167706624"
"09/14/2026 16:55:31.440","167706624"
"09/14/2026 16:55:32.450","167706624"
"09/14/2026 16:55:33.461","167706624"
"09/14/2026 16:55:34.472","167706624"
"09/14/2026 16:55:35.481","167706624"
"09/14/2026 16:55:36.491","167706624"
"09/14/2026 16:55:37.499","167706624"
"09/14/2026 16:55:38.511","167706624"
"09/14/2026 16:55:39.518","167706624"
"09/14/2026 16:55:40.529","167706624"
"09/14/2026 16:55:41.537","167706624"
