qpc,native_working_set_bytes,wrapper_working_set_bytes,aggregate_working_set_bytes
1477830393437,308051968,79912960,387964928
1477830546175,308051968,79912960,387964928
1477830701377,308051968,79912960,387964928
1477830856398,308051968,79912960,387964928
1477831011456,308051968,79912960,387964928
1477831162904,308051968,79912960,387964928
1477831318524,308051968,79912960,387964928
1477831472901,308051968,79912960,387964928
1477831628081,308051968,79912960,387964928
1477831783504,308051968,79912960,387964928
1477831937714,308051968,79912960,387964928
1477832094090,308051968,79912960,387964928
1477832249295,308051968,79912960,387964928
1477832401341,308051968,79912960,387964928
1477832557711,308051968,79912960,387964928
1477832710966,308051968,79912960,387964928
1477832866493,308051968,79912960,387964928
1477833025727,308051968,79912960,387964928
1477833178560,308051968,79912960,387964928
1477833334383,308051968,79912960,387964928
1477833489641,308051968,79912960,387964928
1477833645098,308051968,79912960,387964928
1477833800160,308457472,79912960,388370432
1477833954838,308457472,79912960,388370432
1477833967841,308490240,79917056,388407296
1477834110636,308490240,79912960,388403200
1477834265526,308490240,79912960,388403200
1477834426774,308490240,79912960,388403200
1477834580777,308490240,79912960,388403200
1477834735954,308490240,79912960,388403200
1477834891515,308490240,79912960,388403200
1477835042420,308490240,79912960,388403200
1477835198022,308490240,79912960,388403200
1477835350658,308490240,79912960,388403200
1477835506837,308490240,79912960,388403200
1477835662254,308490240,79912960,388403200
1477835818249,308490240,79912960,388403200
1477835972202,308490240,79912960,388403200
1477836127681,308490240,79912960,388403200
1477836281891,308490240,79912960,388403200
1477836433011,308490240,79912960,388403200
1477836589570,308490240,79912960,388403200
1477836742602,308490240,79912960,388403200
1477836898803,308490240,79912960,388403200
1477837051592,308490240,79912960,388403200
1477837207364,308490240,79912960,388403200
1477837360701,308490240,79912960,388403200
1477837516490,308490240,79912960,388403200
1477837671592,308490240,79912960,388403200
1477837827881,308490240,79912960,388403200
1477837982193,308490240,79912960,388403200
1477838135922,308490240,79912960,388403200
1477838288565,308490240,79912960,388403200
1477838443222,308490240,79912960,388403200
1477838599590,308637696,79912960,388550656
1477838744493,308723712,79917056,388640768
1477838915760,308723712,79912960,388636672
1477839061730,308723712,79912960,388636672
1477839216305,308723712,79912960,388636672
1477839371512,308723712,79912960,388636672
1477839525940,308723712,79912960,388636672
1477839682267,308723712,79912960,388636672
1477839838623,308723712,79917056,388640768
1477839993485,308723712,79917056,388640768
1477840147918,308723712,79917056,388640768
1477840302960,308723712,79917056,388640768
1477840458627,308723712,79917056,388640768
1477840613574,308723712,79917056,388640768
1477840768741,308723712,79917056,388640768
1477840929427,308723712,79917056,388640768
1477841084221,308723712,79917056,388640768
1477841239332,308723712,79917056,388640768
1477841394921,308723712,79917056,388640768
1477841549724,308723712,79917056,388640768
1477841703933,308723712,79917056,388640768
1477841859390,308723712,79917056,388640768
1477842011776,308723712,79917056,388640768
1477842167549,308723712,79917056,388640768
1477842318863,308723712,79917056,388640768
1477842470818,308723712,79917056,388640768
1477842627304,308723712,79917056,388640768
1477842780491,308723712,79917056,388640768
1477842935660,308723712,79917056,388640768
1477843091467,308723712,79917056,388640768
1477843246021,308723712,79917056,388640768
1477843401951,308826112,79917056,388743168
1477843550863,308944896,79921152,388866048
1477843712537,308944896,79917056,388861952
1477843866755,308944896,79917056,388861952
1477844026223,308944896,79917056,388861952
1477844187466,308944896,79917056,388861952
1477844342145,308944896,79917056,388861952
1477844496813,308944896,79917056,388861952
1477844653994,308944896,79917056,388861952
1477844808957,308944896,79917056,388861952
1477844959808,308944896,79917056,388861952
1477845114441,308944896,79917056,388861952
1477845274807,308944896,79917056,388861952
1477845430137,308944896,79917056,388861952
1477845585853,308944896,79917056,388861952
1477845742369,308944896,79917056,388861952
1477845896493,308944896,79917056,388861952
1477846051895,308944896,79917056,388861952
1477846206737,308944896,79917056,388861952
1477846362078,308944896,79917056,388861952
1477846516479,308944896,79917056,388861952
1477846672217,308944896,79917056,388861952
1477846826746,308944896,79917056,388861952
1477846982168,308944896,79917056,388861952
1477847138973,308944896,79917056,388861952
1477847294390,308944896,79917056,388861952
1477847448757,308944896,79917056,388861952
1477847603796,308944896,79917056,388861952
1477847760193,308944896,79917056,388861952
1477847914439,308944896,79917056,388861952
1477848069622,307703808,79917056,387620864
1477848224656,309149696,79917056,389066752
1477848381724,309166080,79917056,389083136
1477848390050,309248000,79921152,389169152
1477848542512,309248000,79917056,389165056
1477848690962,309248000,79917056,389165056
1477848846215,309248000,79917056,389165056
1477849002120,309248000,79917056,389165056
1477849156739,309248000,79917056,389165056
1477849312542,309248000,79917056,389165056
1477849464612,309248000,79917056,389165056
1477849624757,309248000,79917056,389165056
1477849778035,309248000,79917056,389165056
1477849932833,309248000,79917056,389165056
1477850087354,309248000,79917056,389165056
1477850239113,309248000,79917056,389165056
1477850394280,309248000,79917056,389165056
1477850549767,309248000,79917056,389165056
1477850705006,309248000,79917056,389165056
1477850856812,309248000,79917056,389165056
1477851012549,309248000,79917056,389165056
1477851167155,309248000,79917056,389165056
1477851327599,309248000,79917056,389165056
1477851482117,309248000,79917056,389165056
1477851637633,309248000,79917056,389165056
1477851791442,309248000,79917056,389165056
1477851945974,309248000,79917056,389165056
1477852102354,309248000,79917056,389165056
1477852257139,309248000,79917056,389165056
1477852411517,309248000,79917056,389165056
1477852568679,309248000,79917056,389165056
1477852728594,309248000,79917056,389165056
1477852884505,308019200,79921152,387940352
1477853038982,309280768,79921152,389201920
1477853193592,309284864,79921152,389206016
1477853215164,309309440,79925248,389234688
1477853349115,309309440,79921152,389230592
1477853503272,309309440,79921152,389230592
1477853658092,309309440,79921152,389230592
1477853813657,309309440,79921152,389230592
1477853965388,309309440,79921152,389230592
1477854120508,309309440,79921152,389230592
1477854273618,309309440,79921152,389230592
1477854430349,309309440,79921152,389230592
1477854586306,309309440,79921152,389230592
1477854745881,309309440,79921152,389230592
1477854901352,309309440,79921152,389230592
1477855056974,309309440,79921152,389230592
1477855209947,309309440,79921152,389230592
1477855366311,309309440,79921152,389230592
1477855527605,309309440,79921152,389230592
1477855684553,309309440,79921152,389230592
1477855839336,309309440,79921152,389230592
1477855993894,309309440,79921152,389230592
1477856148375,309309440,79921152,389230592
1477856302753,309309440,79921152,389230592
1477856455012,309309440,79921152,389230592
1477856611350,309309440,79921152,389230592
1477856763111,309309440,79921152,389230592
1477856919154,309309440,79921152,389230592
1477857074840,309309440,79921152,389230592
1477857229176,309309440,79921152,389230592
1477857385893,309309440,79921152,389230592
1477857540087,309309440,79921152,389230592
1477857695124,308084736,79921152,388005888
1477857850610,309256192,79921152,389177344
1477858005696,309256192,79921152,389177344
1477858028499,309436416,79925248,389361664
1477858160228,309436416,79921152,389357568
1477858315205,309436416,79921152,389357568
1477858470003,309436416,79921152,389357568
1477858624035,309436416,79921152,389357568
1477858778824,309436416,79921152,389357568
1477858934120,309436416,79921152,389357568
1477859089535,309436416,79921152,389357568
1477859244612,309436416,79921152,389357568
1477859399140,309436416,79921152,389357568
1477859555770,309436416,79921152,389357568
1477859710438,309436416,79921152,389357568
1477859861630,309436416,79921152,389357568
1477860017005,309436416,79921152,389357568
1477860172468,309436416,79921152,389357568
1477860328241,309436416,79921152,389357568
1477860483344,309436416,79921152,389357568
1477860638786,309436416,79921152,389357568
1477860794329,309436416,79921152,389357568
1477860947335,309436416,79921152,389357568
1477861101570,309436416,79921152,389357568
1477861257378,309436416,79921152,389357568
1477861411525,309436416,79921152,389357568
1477861567127,309436416,79921152,389357568
1477861719673,309436416,79921152,389357568
1477861875573,309436416,79921152,389357568
1477862031283,309436416,79921152,389357568
1477862181537,309436416,79921152,389357568
1477862338256,309436416,79921152,389357568
1477862493672,308232192,79921152,388153344
1477862647775,309940224,79921152,389861376
1477862802916,309944320,79921152,389865472
1477862812341,309972992,79925248,389898240
1477862958622,309972992,79921152,389894144
1477863111091,309972992,79921152,389894144
1477863268232,309972992,79921152,389894144
1477863428764,309972992,79921152,389894144
1477863584822,309972992,79921152,389894144
1477863738460,309972992,79921152,389894144
1477863895107,309972992,79921152,389894144
1477864046493,309972992,79921152,389894144
1477864202546,309972992,79921152,389894144
1477864357935,309972992,79921152,389894144
1477864513188,309972992,79921152,389894144
1477864666922,309972992,79921152,389894144
1477864827081,309972992,79921152,389894144
1477864981058,309972992,79921152,389894144
1477865136777,309972992,79921152,389894144
1477865292273,309972992,79921152,389894144
1477865448048,309972992,79921152,389894144
1477865603849,309972992,79925248,389898240
1477865758530,309972992,79925248,389898240
1477865918527,309972992,79925248,389898240
1477866070314,309972992,79925248,389898240
1477866226272,310001664,79925248,389926912
1477866381289,310038528,79925248,389963776
1477866536537,310038528,79925248,389963776
1477866691912,310038528,79925248,389963776
1477866847805,310038528,79925248,389963776
1477867003167,310038528,79925248,389963776
1477867157288,310038528,79925248,389963776
1477867312089,308805632,79925248,388730880
1477867468368,310140928,79925248,390066176
1477867627711,310145024,79925248,390070272
1477867643298,310181888,79929344,390111232
1477867782709,310181888,79925248,390107136
1477867937621,310181888,79925248,390107136
1477868093510,310181888,79925248,390107136
1477868248511,310181888,79925248,390107136
1477868403298,310181888,79925248,390107136
1477868557505,310181888,79925248,390107136
1477868712556,310181888,79925248,390107136
1477868865998,310181888,79925248,390107136
1477869025352,310181888,79925248,390107136
1477869177194,310181888,79925248,390107136
1477869332745,310181888,79925248,390107136
1477869487568,310181888,79925248,390107136
1477869638538,310181888,79925248,390107136
1477869794649,310181888,79925248,390107136
1477869948869,310181888,79925248,390107136
1477870104807,310181888,79925248,390107136
1477870261238,310181888,79925248,390107136
1477870412204,310181888,79925248,390107136
1477870567455,310181888,79925248,390107136
1477870728024,310181888,79925248,390107136
1477870883431,310181888,79925248,390107136
1477871038126,310181888,79925248,390107136
1477871193117,310181888,79925248,390107136
1477871348913,310181888,79925248,390107136
1477871504969,310181888,79925248,390107136
1477871659691,310181888,79925248,390107136
1477871816350,310181888,79925248,390107136
1477871971317,310181888,79925248,390107136
1477872129763,308957184,79925248,388882432
1477872290456,310472704,79925248,390397952
1477872443085,310472704,79925248,390397952
1477872482172,310558720,79929344,390488064
1477872598837,310558720,79925248,390483968
1477872752175,310558720,79925248,390483968
1477872908670,310558720,79925248,390483968
1477873062652,310558720,79925248,390483968
1477873217839,310558720,79925248,390483968
1477873369562,310558720,79925248,390483968
1477873525654,310558720,79925248,390483968
1477873679741,310558720,79925248,390483968
1477873836142,310558720,79925248,390483968
1477873989226,310558720,79925248,390483968
1477874142928,310558720,79925248,390483968
1477874298710,310558720,79925248,390483968
1477874449720,310558720,79925248,390483968
1477874606339,310558720,79925248,390483968
1477874757712,310558720,79925248,390483968
1477874910068,310558720,79925248,390483968
1477875065404,310558720,79925248,390483968
1477875223754,310558720,79925248,390483968
1477875379286,310558720,79925248,390483968
1477875531271,310558720,79925248,390483968
1477875687540,310558720,79925248,390483968
1477875841202,310558720,79925248,390483968
1477875997396,310558720,79925248,390483968
1477876151725,310558720,79925248,390483968
1477876308655,310558720,79925248,390483968
1477876462999,310558720,79925248,390483968
1477876619207,310558720,79925248,390483968
1477876774477,310558720,79925248,390483968
1477876930784,309325824,79925248,389251072
1477877081891,310226944,79925248,390152192
1477877235547,310231040,79925248,390156288
1477877252252,310435840,79929344,390365184
1477877390638,310435840,79925248,390361088
1477877545815,310435840,79925248,390361088
1477877701735,310435840,79925248,390361088
1477877857132,310435840,79925248,390361088
1477878011663,310435840,79925248,390361088
1477878167098,310435840,79925248,390361088
1477878327341,310435840,79925248,390361088
1477878482369,310435840,79925248,390361088
1477878638663,310435840,79925248,390361088
1477878792832,310435840,79925248,390361088
1477878948193,310435840,79925248,390361088
1477879102986,310435840,79925248,390361088
1477879258037,310435840,79925248,390361088
1477879413359,310435840,79925248,390361088
1477879566389,310435840,79925248,390361088
1477879726687,310435840,79925248,390361088
1477879882391,310435840,79925248,390361088
1477880037898,310435840,79925248,390361088
1477880192139,310435840,79925248,390361088
1477880348117,310435840,79925248,390361088
1477880503448,310435840,79925248,390361088
1477880658483,310435840,79925248,390361088
1477880813727,310435840,79925248,390361088
1477880968338,310435840,79925248,390361088
1477881127155,310435840,79925248,390361088
1477881283757,310435840,79925248,390361088
1477881438375,310435840,79925248,390361088
1477881594564,310435840,79925248,390361088
1477881748592,309194752,79925248,389120000
1477881905021,310358016,79925248,390283264
1477882056963,310358016,79925248,390283264
1477882072050,310382592,79929344,390311936
1477882211880,310382592,79925248,390307840
1477882368782,310382592,79925248,390307840
1477882528798,310382592,79925248,390307840
1477882684987,310382592,79925248,390307840
1477882839236,310382592,79925248,390307840
1477882995501,310382592,79925248,390307840
1477883149628,310382592,79925248,390307840
1477883303631,310382592,79925248,390307840
1477883454982,310382592,79925248,390307840
1477883609772,310382592,79925248,390307840
1477883763917,310382592,79925248,390307840
1477883917534,310382592,79925248,390307840
1477884072091,310382592,79925248,390307840
1477884226417,310382592,79925248,390307840
1477884380100,310382592,79925248,390307840
1477884534341,310382592,79925248,390307840
1477884686626,310382592,79925248,390307840
1477884838280,310382592,79925248,390307840
1477884993083,310382592,79925248,390307840
1477885146810,310382592,79925248,390307840
1477885303326,310382592,79925248,390307840
1477885454858,310382592,79925248,390307840
1477885609221,310382592,79925248,390307840
1477885762997,310382592,79925248,390307840
1477885916524,310382592,79925248,390307840
1477886068471,310382592,79925248,390307840
1477886230567,310382592,79925248,390307840
1477886385222,310382592,79925248,390307840
1477886541299,309141504,79925248,389066752
1477886698211,310394880,79925248,390320128
1477886852996,310398976,79925248,390324224
1477886867354,310431744,79929344,390361088
1477887008487,310431744,79925248,390356992
1477887163992,310431744,79925248,390356992
1477887319191,310431744,79925248,390356992
1477887475428,310431744,79925248,390356992
1477887627371,310431744,79925248,390356992
1477887779116,310431744,79925248,390356992
1477887935851,310431744,79925248,390356992
1477888090404,310431744,79925248,390356992
1477888247184,310431744,79925248,390356992
1477888401946,310431744,79925248,390356992
1477888556289,310431744,79925248,390356992
1477888711256,310431744,79925248,390356992
1477888866360,310431744,79925248,390356992
1477889026575,310427648,79925248,390352896
1477889181568,310427648,79925248,390352896
1477889338291,310427648,79925248,390352896
1477889492064,310427648,79925248,390352896
1477889646949,310427648,79925248,390352896
1477889802214,310427648,79925248,390352896
1477889957475,310427648,79925248,390352896
1477890112239,310427648,79925248,390352896
1477890267713,310427648,79925248,390352896
1477890428502,310427648,79925248,390352896
1477890583293,310427648,79925248,390352896
1477890738318,310427648,79925248,390352896
1477890893806,310427648,79925248,390352896
1477891049600,310427648,79925248,390352896
1477891205744,310427648,79925248,390352896
1477891361171,309223424,79925248,389148672
1477891519083,310480896,79925248,390406144
1477891672493,310480896,79925248,390406144
1477891706816,310505472,79929344,390434816
1477891825854,310505472,79925248,390430720
1477891980628,310505472,79925248,390430720
1477892136684,310505472,79925248,390430720
1477892290748,310505472,79925248,390430720
1477892446351,310505472,79925248,390430720
1477892601222,310505472,79925248,390430720
1477892756123,310505472,79925248,390430720
1477892912407,310505472,79925248,390430720
1477893066266,310505472,79925248,390430720
1477893226474,310505472,79925248,390430720
1477893381573,310505472,79925248,390430720
1477893537200,310505472,79925248,390430720
1477893692092,310505472,79925248,390430720
1477893844473,310505472,79925248,390430720
1477893998798,310505472,79925248,390430720
1477894153040,310505472,79925248,390430720
1477894305701,310505472,79925248,390430720
1477894461379,310505472,79925248,390430720
1477894616429,310505472,79925248,390430720
1477894768117,310505472,79925248,390430720
1477894923514,310505472,79925248,390430720
1477895074440,310505472,79925248,390430720
1477895230707,310505472,79925248,390430720
1477895383117,310505472,79925248,390430720
1477895533379,310505472,79925248,390430720
1477895687300,310505472,79925248,390430720
1477895843299,310505472,79925248,390430720
1477895999508,310505472,79925248,390430720
1477896154885,309444608,79925248,389369856
1477896310532,310525952,79925248,390451200
1477896462401,310534144,79925248,390459392
1477896471200,310550528,79929344,390479872
1477896616609,310550528,79925248,390475776
1477896771131,310550528,79925248,390475776
1477896926186,310550528,79925248,390475776
1477897081471,310550528,79925248,390475776
1477897237152,310550528,79925248,390475776
1477897392418,310550528,79925248,390475776
1477897547426,310550528,79925248,390475776
1477897702271,310550528,79925248,390475776
1477897858153,310550528,79925248,390475776
1477898013355,310550528,79925248,390475776
1477898168159,310550528,79925248,390475776
1477898329577,310550528,79925248,390475776
1477898484366,310550528,79925248,390475776
1477898636643,310550528,79925248,390475776
1477898791538,310550528,79925248,390475776
1477898947160,310550528,79925248,390475776
1477899103661,310550528,79925248,390475776
1477899254243,310550528,79925248,390475776
1477899408635,310550528,79925248,390475776
1477899563900,310550528,79925248,390475776
1477899717722,310550528,79925248,390475776
1477899871266,310550528,79925248,390475776
1477900026102,310550528,79925248,390475776
1477900180564,310550528,79925248,390475776
1477900335646,310550528,79925248,390475776
1477900488811,310550528,79925248,390475776
1477900642845,310550528,79925248,390475776
1477900798903,310550528,79925248,390475776
1477900954123,309358592,79925248,389283840
1477901109204,311042048,79925248,390967296
1477901262971,311046144,79925248,390971392
1477901286972,311214080,79929344,391143424
1477901419161,311214080,79925248,391139328
1477901572112,311214080,79925248,391139328
1477901728987,311214080,79925248,391139328
1477901883917,311214080,79925248,391139328
1477902038053,311214080,79925248,391139328
1477902191898,311214080,79925248,391139328
1477902347656,311214080,79925248,391139328
1477902502852,311214080,79925248,391139328
1477902657078,311214080,79925248,391139328
1477902813521,311214080,79925248,391139328
1477902968401,311214080,79925248,391139328
1477903129528,311214080,79925248,391139328
1477903284043,311214080,79925248,391139328
1477903438599,311214080,79925248,391139328
1477903593626,311214080,79925248,391139328
1477903748741,311214080,79925248,391139328
1477903902765,311214080,79925248,391139328
1477904057308,311214080,79925248,391139328
1477904213496,311214080,79925248,391139328
1477904367845,311214080,79925248,391139328
1477904519545,311214080,79925248,391139328
1477904674140,311214080,79925248,391139328
1477904830525,311214080,79925248,391139328
1477904983444,311214080,79925248,391139328
1477905139579,311214080,79925248,391139328
1477905294491,311214080,79925248,391139328
1477905449279,311214080,79925248,391139328
1477905605871,311214080,79925248,391139328
1477905761401,309997568,79925248,389922816
1477905916921,312299520,79925248,392224768
1477906067985,312299520,79925248,392224768
1477906088646,312324096,79929344,392253440
1477906227918,312324096,79925248,392249344
1477906384574,312324096,79925248,392249344
1477906536004,312324096,79925248,392249344
1477906687880,312324096,79925248,392249344
1477906842974,312324096,79925248,392249344
1477906999041,312324096,79925248,392249344
1477907151893,312295424,79925248,392220672
1477907312292,312295424,79925248,392220672
1477907468698,312295424,79925248,392220672
1477907628670,312295424,79925248,392220672
1477907783077,312295424,79925248,392220672
1477907938984,312295424,79925248,392220672
1477908093861,312295424,79925248,392220672
1477908248743,312295424,79925248,392220672
1477908404084,312295424,79925248,392220672
1477908559572,312295424,79925248,392220672
1477908715408,312295424,79925248,392220672
1477908871779,312295424,79925248,392220672
1477909030562,312295424,79925248,392220672
1477909186397,312295424,79925248,392220672
1477909342773,312295424,79925248,392220672
1477909496687,312295424,79925248,392220672
1477909652020,312295424,79925248,392220672
1477909808173,312295424,79925248,392220672
1477909963409,312295424,79925248,392220672
1477910117708,312295424,79925248,392220672
1477910272539,312295424,79925248,392220672
1477910427537,312295424,79925248,392220672
1477910583710,312406016,79925248,392331264
1477910738495,312410112,79925248,392335360
1477910795315,312430592,79929344,392359936
1477910893444,312430592,79925248,392355840
1477911047254,312430592,79925248,392355840
1477911202203,312430592,79925248,392355840
1477911355726,312430592,79925248,392355840
1477911510944,312430592,79925248,392355840
1477911662340,312430592,79925248,392355840
1477911817798,312430592,79925248,392355840
1477911972910,312430592,79925248,392355840
1477912128284,312430592,79925248,392355840
1477912284011,312430592,79925248,392355840
1477912437799,312430592,79925248,392355840
1477912592942,312430592,79925248,392355840
1477912746167,312430592,79925248,392355840
1477912900929,312430592,79925248,392355840
1477913053935,312430592,79925248,392355840
1477913209166,312430592,79925248,392355840
1477913363962,312430592,79925248,392355840
1477913518918,312430592,79925248,392355840
1477913674121,312430592,79925248,392355840
1477913829843,312430592,79925248,392355840
1477913983587,312430592,79925248,392355840
1477914139332,312430592,79925248,392355840
1477914292364,312430592,79925248,392355840
1477914447086,312430592,79925248,392355840
1477914603087,312430592,79925248,392355840
1477914759356,312430592,79925248,392355840
1477914913991,312430592,79925248,392355840
1477915069401,312430592,79925248,392355840
1477915229143,312430592,79925248,392355840
1477915384442,312549376,79925248,392474624
1477915539650,312549376,79925248,392474624
1477915593401,312561664,79929344,392491008
1477915698879,312561664,79925248,392486912
1477915848577,312561664,79925248,392486912
1477916004751,312561664,79925248,392486912
1477916159650,312561664,79925248,392486912
1477916314965,312561664,79925248,392486912
1477916470680,312561664,79925248,392486912
1477916631520,312561664,79925248,392486912
1477916786590,312561664,79925248,392486912
1477916940961,312561664,79925248,392486912
1477917096456,312561664,79925248,392486912
1477917252549,312561664,79925248,392486912
1477917407080,312561664,79925248,392486912
1477917562886,312561664,79925248,392486912
1477917717191,312561664,79925248,392486912
1477917872410,312561664,79925248,392486912
1477918024457,312561664,79925248,392486912
1477918179552,312561664,79925248,392486912
1477918335319,312561664,79925248,392486912
1477918490388,312561664,79925248,392486912
1477918645284,312561664,79925248,392486912
1477918800648,312561664,79925248,392486912
1477918955706,312561664,79925248,392486912
1477919111272,312561664,79925248,392486912
1477919266086,312561664,79925248,392486912
1477919426328,312561664,79925248,392486912
1477919581761,312561664,79925248,392486912
1477919737743,312561664,79925248,392486912
1477919892401,312561664,79925248,392486912
1477920047813,312561664,79925248,392486912
1477920203161,313004032,79925248,392929280
1477920358010,313008128,79925248,392933376
1477920389685,313024512,79929344,392953856
1477920513871,313024512,79925248,392949760
1477920668911,313024512,79925248,392949760
1477920829013,313024512,79925248,392949760
1477920980418,313024512,79925248,392949760
1477921136380,313024512,79925248,392949760
1477921291320,313024512,79925248,392949760
1477921445792,313024512,79925248,392949760
1477921600908,313024512,79925248,392949760
1477921756110,313024512,79925248,392949760
1477921912499,313024512,79925248,392949760
1477922067333,313024512,79925248,392949760
1477922218952,313024512,79925248,392949760
1477922375116,313024512,79925248,392949760
1477922527769,313024512,79925248,392949760
1477922683904,313024512,79925248,392949760
1477922838473,313024512,79925248,392949760
1477922994521,313024512,79925248,392949760
1477923146685,313024512,79925248,392949760
1477923301449,313024512,79925248,392949760
1477923456082,313024512,79925248,392949760
1477923612080,313024512,79925248,392949760
1477923765934,313024512,79925248,392949760
1477923917796,313024512,79925248,392949760
1477924070779,313024512,79925248,392949760
1477924230082,313024512,79925248,392949760
1477924385806,313024512,79925248,392949760
1477924540828,313024512,79925248,392949760
1477924697303,313024512,79925248,392949760
1477924848378,313024512,79925248,392949760
1477925004513,312242176,79925248,392167424
1477925159766,312242176,79925248,392167424
1477925188259,312258560,79929344,392187904
1477925313359,312258560,79925248,392183808
1477925462433,312258560,79925248,392183808
1477925618619,312258560,79925248,392183808
1477925779346,312258560,79925248,392183808
1477925930546,312258560,79925248,392183808
1477926086053,312258560,79925248,392183808
1477926241990,312258560,79925248,392183808
1477926397363,312258560,79925248,392183808
1477926548734,312258560,79925248,392183808
1477926701423,312258560,79925248,392183808
1477926854242,312258560,79925248,392183808
1477927010497,312258560,79925248,392183808
1477927164175,312258560,79925248,392183808
1477927318108,312258560,79925248,392183808
1477927473887,312258560,79925248,392183808
1477927628156,312258560,79925248,392183808
1477927780588,312258560,79925248,392183808
1477927934590,312258560,79925248,392183808
1477928091881,312258560,79925248,392183808
1477928242646,312258560,79925248,392183808
1477928399020,312258560,79925248,392183808
1477928552538,312258560,79925248,392183808
1477928708296,312258560,79925248,392183808
1477928870002,312258560,79925248,392183808
1477929025104,312258560,79925248,392183808
1477929176152,312258560,79925248,392183808
1477929331545,312258560,79925248,392183808
1477929483627,312258560,79925248,392183808
1477929640128,312258560,79925248,392183808
1477929795535,312336384,79925248,392261632
1477929950083,312336384,79925248,392261632
1477929998021,312352768,79929344,392282112
1477930106386,312352768,79925248,392278016
1477930261296,312352768,79925248,392278016
1477930416209,312352768,79925248,392278016
1477930571703,312352768,79925248,392278016
1477930731881,312352768,79925248,392278016
1477930886494,312352768,79925248,392278016
1477931041858,312352768,79925248,392278016
1477931197100,312352768,79925248,392278016
1477931352439,312352768,79925248,392278016
1477931508566,312352768,79925248,392278016
1477931663655,312352768,79925248,392278016
1477931817756,312352768,79925248,392278016
1477931974055,312352768,79925248,392278016
1477932129747,312352768,79925248,392278016
1477932283690,312352768,79925248,392278016
